   Point ID     ,  Hz.(� ' "),  V.(� ' "),Slope Dist.(m),Refl.Ht.(m),Inst.Ht.(m),Easting(m),  Northing(m),  Height(m)
252             ,  215 02 13 ,   60 35 59,      7.361,      0.000,      0.000,       -3.682,       -5.251,      3.614
253             ,  213 57 37 ,   51 55 21,      8.030,      0.000,      0.000,       -3.531,       -5.243,      4.952
254             ,  214 54 44 ,   45 11 21,      9.001,      0.000,      0.000,       -3.655,       -5.237,      6.344
255             ,  213 55 08 ,   41 10 29,      9.585,      0.000,      0.000,       -3.521,       -5.237,      7.215
256             ,  214 14 37 ,   39 37 40,      9.927,      0.000,      0.000,       -3.563,       -5.234,      7.645
257             ,  198 50 54 ,   35 21 25,      9.554,      0.000,      0.000,       -1.786,       -5.232,      7.792
258             ,  202 11 57 ,   39 47 54,      8.829,      0.000,      0.000,       -2.135,       -5.232,      6.783
259             ,  198 07 30 ,   45 02 40,      7.802,      0.000,      0.000,       -1.717,       -5.247,      5.512
260             ,  201 44 05 ,   50 49 01,      7.301,      0.000,      0.000,       -2.096,       -5.257,      4.612
261             ,  197 49 02 ,   55 47 47,      6.682,      0.000,      0.000,       -1.691,       -5.261,      3.756
262             ,  201 34 37 ,   67 16 16,      6.151,      0.000,      0.000,       -2.086,       -5.275,      2.376
263             ,  198 06 03 ,   77 09 50,      5.699,      0.000,      0.000,       -1.726,       -5.282,      1.266
264             ,  201 36 09 ,   85 34 49,      5.703,      0.000,      0.000,       -2.093,       -5.287,      0.439
