   Point ID     ,  Hz.(� ' "),  V.(� ' "),Slope Dist.(m),Refl.Ht.(m),Inst.Ht.(m),Easting(m),  Northing(m),  Height(m)
106             ,  357 37 00 ,   67 23 08,      6.359,      0.000,      0.000,       -0.244,        5.865,      2.445
107             ,  357 37 01 ,   55 51 39,      7.073,      0.000,      0.000,       -0.243,        5.849,      3.970
108             ,  357 37 00 ,   46 54 58,      7.999,      0.000,      0.000,       -0.243,        5.837,      5.464
109             ,  357 36 57 ,   40 52 29,      8.908,      0.000,      0.000,       -0.243,        5.825,      6.736
110             ,  357 36 22 ,   36 44 54,      9.729,      0.000,      0.000,       -0.243,        5.816,      7.795
111             ,  353 01 26 ,   36 58 51,      9.733,      0.000,      0.000,       -0.711,        5.811,      7.775
112             ,  352 48 56 ,   42 17 35,      8.727,      0.000,      0.000,       -0.734,        5.827,      6.456
113             ,  352 34 50 ,   47 44 38,      7.949,      0.000,      0.000,       -0.760,        5.834,      5.345
114             ,  341 49 51 ,  101 05 07,      6.338,      0.000,      0.000,       -1.939,        5.910,     -1.219
115             ,  341 50 01 ,   91 35 26,      6.211,      0.000,      0.000,       -1.936,        5.899,     -0.172
116             ,  341 50 15 ,   82 01 14,      6.263,      0.000,      0.000,       -1.933,        5.893,      0.869
117             ,  341 59 24 ,   69 42 32,      6.588,      0.000,      0.000,       -1.911,        5.877,      2.285
118             ,  341 59 27 ,   61 34 54,      7.010,      0.000,      0.000,       -1.906,        5.863,      3.336
119             ,  341 59 22 ,   52 47 26,      7.725,      0.000,      0.000,       -1.902,        5.851,      4.671
120             ,  341 59 22 ,   44 18 09,      8.782,      0.000,      0.000,       -1.896,        5.833,      6.285
121             ,  341 58 37 ,   38 57 34,      9.736,      0.000,      0.000,       -1.894,        5.821,      7.570
122             ,  338 27 54 ,   39 39 17,      9.804,      0.000,      0.000,       -2.297,        5.820,      7.548
123             ,  338 27 56 ,   46 05 23,      8.708,      0.000,      0.000,       -2.303,        5.836,      6.039
124             ,  338 27 57 ,   53 11 09,      7.855,      0.000,      0.000,       -2.308,        5.849,      4.707
125             ,  338 27 56 ,   62 20 00,      7.117,      0.000,      0.000,       -2.314,        5.863,      3.305
126             ,  338 27 57 ,   73 47 14,      6.582,      0.000,      0.000,       -2.320,        5.879,      1.838
127             ,  338 27 55 ,   82 44 26,      6.381,      0.000,      0.000,       -2.323,        5.888,      0.806
128             ,  338 27 56 ,   93 53 50,      6.358,      0.000,      0.000,       -2.328,        5.901,     -0.432
129             ,  338 27 57 ,  100 44 10,      6.465,      0.000,      0.000,       -2.331,        5.908,     -1.204
130             ,  328 17 01 ,  101 36 16,      5.418,      0.000,      0.000,       -2.790,        4.515,     -1.090
131             ,  328 17 19 ,   89 19 28,      5.278,      0.000,      0.000,       -2.774,        4.489,      0.062
132             ,  328 17 22 ,   73 56 01,      5.447,      0.000,      0.000,       -2.751,        4.453,      1.507
133             ,  328 17 18 ,   63 58 38,      5.803,      0.000,      0.000,       -2.741,        4.436,      2.546
134             ,  328 17 18 ,   54 53 48,      6.343,      0.000,      0.000,       -2.728,        4.415,      3.648
135             ,  328 17 18 ,   47 35 27,      6.995,      0.000,      0.000,       -2.715,        4.393,      4.717
136             ,  328 17 10 ,   40 32 02,      7.898,      0.000,      0.000,       -2.698,        4.367,      6.003
137             ,  328 16 59 ,   34 13 35,      9.055,      0.000,      0.000,       -2.678,        4.333,      7.487
138             ,  326 28 12 ,   32 57 11,      8.907,      0.000,      0.000,       -2.676,        4.039,      7.474
139             ,  326 28 06 ,   39 10 41,      7.721,      0.000,      0.000,       -2.694,        4.066,      5.985
140             ,  326 28 07 ,   46 46 49,      6.734,      0.000,      0.000,       -2.711,        4.091,      4.611
141             ,  326 28 08 ,   54 33 05,      6.053,      0.000,      0.000,       -2.724,        4.111,      3.511
142             ,  326 28 06 ,   64 01 22,      5.515,      0.000,      0.000,       -2.739,        4.133,      2.416
143             ,  326 28 02 ,   76 53 52,      5.119,      0.000,      0.000,       -2.754,        4.156,      1.160
144             ,  325 40 22 ,   88 43 20,      4.915,      0.000,      0.000,       -2.771,        4.058,      0.110
