   Point ID     ,  Hz.(� ' "),  V.(� ' "),Slope Dist.(m),Refl.Ht.(m),Inst.Ht.(m),Easting(m),  Northing(m),  Height(m)
190             ,  135 28 54 ,  135 36 31,      2.135,      0.000,      0.000,        1.047,       -1.065,     -1.526
191             ,  122 49 14 ,  129 34 58,      2.389,      0.000,      0.000,        1.547,       -0.998,     -1.522
192             ,  122 49 30 ,  146 15 05,      1.834,      0.000,      0.000,        0.856,       -0.552,     -1.525
193             ,  108 46 56 ,  132 57 38,      2.232,      0.000,      0.000,        1.546,       -0.526,     -1.521
194             ,   95 41 23 ,  146 16 19,      1.829,      0.000,      0.000,        1.011,       -0.101,     -1.522
195             ,   61 14 22 ,  151 50 27,      1.731,      0.000,      0.000,        0.716,        0.393,     -1.526
196             ,   65 40 29 ,  140 06 17,      1.986,      0.000,      0.000,        1.161,        0.525,     -1.523
197             ,   81 16 34 ,  131 06 47,      2.316,      0.000,      0.000,        1.725,        0.265,     -1.523
198             ,   66 35 57 ,  125 06 02,      2.641,      0.000,      0.000,        1.983,        0.858,     -1.518
199             ,   46 10 45 ,  129 07 57,      2.412,      0.000,      0.000,        1.350,        1.295,     -1.522
200             ,   33 20 16 ,  128 07 36,      2.461,      0.000,      0.000,        1.064,        1.617,     -1.519
201             ,   18 21 12 ,  149 16 39,      1.765,      0.000,      0.000,        0.284,        0.856,     -1.518
202             ,  343 47 56 ,  149 39 01,      1.754,      0.000,      0.000,       -0.247,        0.851,     -1.514
203             ,  343 47 54 ,  131 14 09,      2.293,      0.000,      0.000,       -0.481,        1.656,     -1.511
204             ,   82 50 19 ,  126 41 40,      2.487,      0.000,      0.000,        1.978,        0.249,     -1.486
205             ,  105 37 09 ,  126 41 38,      2.428,      0.000,      0.000,        1.875,       -0.524,     -1.451
206             ,  120 18 27 ,  124 37 21,      2.532,      0.000,      0.000,        1.799,       -1.052,     -1.439
207             ,  136 20 23 ,  120 28 09,      2.830,      0.000,      0.000,        1.684,       -1.765,     -1.435
